Fri Oct 12 00:25:52 EDT 2018
processing ./loginutils/passwd.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/535.config/loginutils/passwd.c.cli
Checking loginutils/su.c: HAVE_UNLOCKED_LINE_OPS...
Checking loginutils/su.c: HAVE_UNLOCKED_STDIO...
Checking loginutils/su.c: TASK_COMM_LEN...
Checking loginutils/su.c: UINT_MAX=0xffffffff...
Checking loginutils/su.c: UNUSED_FOR_NOW...
Checking loginutils/su.c: WANT_PIDFILE...
Checking loginutils/su.c: _BYTE_ORDER...
Checking loginutils/su.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking loginutils/su.c: _SC_ARG_MAX...
Checking loginutils/su.c: __386__...
Checking loginutils/su.c: __APPLE__...
Checking loginutils/su.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking loginutils/su.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking loginutils/su.c: __BYTE_ORDER...
Checking loginutils/su.c: __CYGWIN__...
Checking loginutils/su.c: __FreeBSD__...
Checking loginutils/su.c: __FreeBSD__;__OpenBSD__...
Checking loginutils/su.c: __FreeBSD_kernel__...
Checking loginutils/su.c: __GLIBC__...
Checking loginutils/su.c: __GNUC_MINOR__;__GNUC__...
Checking loginutils/su.c: __GNU__...
Checking loginutils/su.c: __NetBSD__...
Checking loginutils/su.c: __STDC_VERSION__...
Checking loginutils/su.c: __UCLIBC__...
Checking loginutils/su.c: __WATCOMC__...
Checking loginutils/su.c: __cris__;__mips__;__x86_64__;i386...
Checking loginutils/su.c: __dietlibc__...
Checking loginutils/su.c: __digital__;__unix__...
Checking loginutils/su.c: __linux__...
Checking loginutils/su.c: __powerpc__;__x86_64__;i386...
Checking loginutils/su.c: i386...
processing ./loginutils/cryptpw.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/loginutils/cryptpw.c.cli
Checking loginutils/cryptpw.c ...
Checking loginutils/cryptpw.c: AF_NETLINK...
Checking loginutils/cryptpw.c: AF_PACKET...
Checking loginutils/cryptpw.c: ANDROID;__ANDROID__...
Checking loginutils/cryptpw.c: ARG_MAX...
Checking loginutils/cryptpw.c: BB_MMU...
Checking loginutils/cryptpw.c: BYTE_ORDER...
Checking loginutils/cryptpw.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking loginutils/cryptpw.c: DMALLOC...
Checking loginutils/cryptpw.c: ENABLE_DESKTOP...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_CHECK_NAMES...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_DEVFS...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_EDITING...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_HWIB...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_INDIVIDUAL...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_IPV6...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_TOPMEM...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_UTMP...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking loginutils/cryptpw.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking loginutils/cryptpw.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking loginutils/cryptpw.c: ENABLE_LFS...
Checking loginutils/cryptpw.c: ENABLE_LOCALE_SUPPORT...
Checking loginutils/cryptpw.c: ENABLE_LONG_OPTS...
Checking loginutils/cryptpw.c: ENABLE_ROUTE...
Checking loginutils/cryptpw.c: ENABLE_SELINUX...
Checking loginutils/cryptpw.c: ENABLE_USE_BB_PWD_GRP...
Checking loginutils/cryptpw.c: HAVE_MNTENT_H...
Checking loginutils/cryptpw.c: HAVE_PRINTF_PERCENTM...
Checking loginutils/cryptpw.c: HAVE_SYS_STATFS_H...
Checking loginutils/cryptpw.c: HAVE_UNLOCKED_LINE_OPS...
Checking loginutils/cryptpw.c: HAVE_UNLOCKED_STDIO...
Checking loginutils/cryptpw.c: TASK_COMM_LEN...
Checking loginutils/cryptpw.c: UINT_MAX=0xffffffff...
Checking loginutils/cryptpw.c: UNUSED_FOR_NOW...
Checking loginutils/cryptpw.c: WANT_PIDFILE...
Checking loginutils/cryptpw.c: _BYTE_ORDER...
Checking loginutils/cryptpw.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking loginutils/cryptpw.c: _SC_ARG_MAX...
Checking loginutils/cryptpw.c: __386__...
Checking loginutils/cryptpw.c: __APPLE__...
Checking loginutils/cryptpw.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking loginutils/cryptpw.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking loginutils/cryptpw.c: __BYTE_ORDER...
Checking loginutils/cryptpw.c: __CYGWIN__...
Checking loginutils/cryptpw.c: __FreeBSD__...
Checking loginutils/cryptpw.c: __FreeBSD__;__OpenBSD__...
Checking loginutils/cryptpw.c: __FreeBSD_kernel__...
Checking loginutils/cryptpw.c: __GLIBC__...
Checking loginutils/cryptpw.c: __GNUC_MINOR__;__GNUC__...
Checking loginutils/cryptpw.c: __GNU__...
Checking loginutils/cryptpw.c: __NetBSD__...
Checking loginutils/cryptpw.c: __STDC_VERSION__...
Checking loginutils/cryptpw.c: __UCLIBC__...
Checking loginutils/cryptpw.c: __WATCOMC__...
Checking loginutils/cryptpw.c: __cris__;__mips__;__x86_64__;i386...
Checking loginutils/cryptpw.c: __dietlibc__...
Checking loginutils/cryptpw.c: __digital__;__unix__...
Checking loginutils/cryptpw.c: __linux__...
Checking loginutils/cryptpw.c: __powerpc__;__x86_64__;i386...
Checking loginutils/cryptpw.c: i386...
processing ./loginutils/vlock.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/9.config/loginutils/vlock.c.cli
Checking loginutils/vlock.c ...
Checking loginutils/vlock.c: AF_NETLINK...
Checking loginutils/vlock.c: AF_PACKET...
Checking loginutils/vlock.c: ANDROID;__ANDROID__...
Checking loginutils/vlock.c: ARG_MAX...
Checking loginutils/vlock.c: BB_MMU...
Checking loginutils/vlock.c: BYTE_ORDER...
Checking loginutils/vlock.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking loginutils/vlock.c: DMALLOC...
Checking loginutils/vlock.c: ENABLE_DESKTOP...
Checking loginutils/vlock.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking loginutils/vlock.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking loginutils/vlock.c: ENABLE_FEATURE_CHECK_NAMES...
Checking loginutils/vlock.c: ENABLE_FEATURE_DEVFS...
Checking loginutils/vlock.c: ENABLE_FEATURE_EDITING...
Checking loginutils/vlock.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking loginutils/vlock.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking loginutils/vlock.c: ENABLE_FEATURE_HWIB...
Checking loginutils/vlock.c: ENABLE_FEATURE_INDIVIDUAL...
Checking loginutils/vlock.c: ENABLE_FEATURE_IPV6...
Checking loginutils/vlock.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking loginutils/vlock.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking loginutils/vlock.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking loginutils/vlock.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking loginutils/vlock.c: ENABLE_FEATURE_TOPMEM...
Checking loginutils/vlock.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking loginutils/vlock.c: ENABLE_FEATURE_UTMP...
Checking loginutils/vlock.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking loginutils/vlock.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking loginutils/vlock.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking loginutils/vlock.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking loginutils/vlock.c: ENABLE_LFS...
Checking loginutils/vlock.c: ENABLE_LOCALE_SUPPORT...
Checking loginutils/vlock.c: ENABLE_LONG_OPTS...
Checking loginutils/vlock.c: ENABLE_ROUTE...
Checking loginutils/vlock.c: ENABLE_SELINUX...
Checking loginutils/vlock.c: ENABLE_USE_BB_PWD_GRP...
Checking loginutils/vlock.c: HAVE_MNTENT_H...
Checking loginutils/vlock.c: HAVE_PRINTF_PERCENTM...
Checking loginutils/vlock.c: HAVE_SYS_STATFS_H...
Checking loginutils/vlock.c: HAVE_UNLOCKED_LINE_OPS...
Checking loginutils/vlock.c: HAVE_UNLOCKED_STDIO...
Checking loginutils/vlock.c: TASK_COMM_LEN...
Checking loginutils/vlock.c: UINT_MAX=0xffffffff...
Checking loginutils/vlock.c: UNUSED_FOR_NOW...
Checking loginutils/vlock.c: WANT_PIDFILE...
Checking loginutils/vlock.c: _BYTE_ORDER...
Checking loginutils/vlock.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking loginutils/vlock.c: _SC_ARG_MAX...
Checking loginutils/vlock.c: __386__...
Checking loginutils/vlock.c: __APPLE__...
Checking loginutils/vlock.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking loginutils/vlock.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking loginutils/vlock.c: __BYTE_ORDER...
Checking loginutils/vlock.c: __CYGWIN__...
Checking loginutils/vlock.c: __FreeBSD__...
Checking loginutils/vlock.c: __FreeBSD__;__OpenBSD__...
Checking loginutils/vlock.c: __FreeBSD_kernel__...
Checking loginutils/vlock.c: __GLIBC__...
Checking loginutils/vlock.c: __GNUC_MINOR__;__GNUC__...
Checking loginutils/vlock.c: __GNU__...
Checking loginutils/vlock.c: __NetBSD__...
Checking loginutils/vlock.c: __STDC_VERSION__...
Checking loginutils/vlock.c: __UCLIBC__...
Checking loginutils/vlock.c: __WATCOMC__...
Checking loginutils/vlock.c: __cris__;__mips__;__x86_64__;i386...
Checking loginutils/vlock.c: __dietlibc__...
Checking loginutils/vlock.c: __digital__;__unix__...
Checking loginutils/vlock.c: __linux__...
Checking loginutils/vlock.c: __powerpc__;__x86_64__;i386...
Checking loginutils/vlock.c: i386...
processing ./loginutils/addgroup.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/loginutils/addgroup.c.cli
Checking loginutils/addgroup.c ...
Checking loginutils/addgroup.c: AF_NETLINK...
Checking loginutils/addgroup.c: AF_PACKET...
Checking loginutils/addgroup.c: ANDROID;__ANDROID__...
Checking loginutils/addgroup.c: ARG_MAX...
Checking loginutils/addgroup.c: BB_MMU...
Checking loginutils/addgroup.c: BYTE_ORDER...
Checking loginutils/addgroup.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking loginutils/addgroup.c: DMALLOC...
Checking loginutils/addgroup.c: ENABLE_DESKTOP...
Checking loginutils/addgroup.c: ENABLE_FEATURE_ADDUSER_TO_GROUP...
Checking loginutils/addgroup.c: ENABLE_FEATURE_ADDUSER_TO_GROUP;ENABLE_FEATURE_SHADOWPASSWDS...
Checking loginutils/addgroup.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking loginutils/addgroup.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking loginutils/addgroup.c: ENABLE_FEATURE_CHECK_NAMES...
Checking loginutils/addgroup.c: ENABLE_FEATURE_DEVFS...
Checking loginutils/addgroup.c: ENABLE_FEATURE_EDITING...
Checking loginutils/addgroup.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking loginutils/addgroup.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking loginutils/addgroup.c: ENABLE_FEATURE_HWIB...
Checking loginutils/addgroup.c: ENABLE_FEATURE_INDIVIDUAL...
Checking loginutils/addgroup.c: ENABLE_FEATURE_IPV6...
Checking loginutils/addgroup.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking loginutils/addgroup.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking loginutils/addgroup.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking loginutils/addgroup.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking loginutils/addgroup.c: ENABLE_FEATURE_TOPMEM...
Checking loginutils/addgroup.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking loginutils/addgroup.c: ENABLE_FEATURE_UTMP...
Checking loginutils/addgroup.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking loginutils/addgroup.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking loginutils/addgroup.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking loginutils/addgroup.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking loginutils/addgroup.c: ENABLE_LFS...
Checking loginutils/addgroup.c: ENABLE_LOCALE_SUPPORT...
Checking loginutils/addgroup.c: ENABLE_LONG_OPTS...
Checking loginutils/addgroup.c: ENABLE_ROUTE...
Checking loginutils/addgroup.c: ENABLE_SELINUX...
Checking loginutils/addgroup.c: ENABLE_USE_BB_PWD_GRP...
Checking loginutils/addgroup.c: HAVE_MNTENT_H...
Checking loginutils/addgroup.c: HAVE_PRINTF_PERCENTM...
Checking loginutils/addgroup.c: HAVE_SYS_STATFS_H...
Checking loginutils/addgroup.c: HAVE_UNLOCKED_LINE_OPS...
Checking loginutils/addgroup.c: HAVE_UNLOCKED_STDIO...
Checking loginutils/addgroup.c: TASK_COMM_LEN...
Checking loginutils/addgroup.c: UINT_MAX=0xffffffff...
Checking loginutils/addgroup.c: UNUSED_FOR_NOW...
Checking loginutils/addgroup.c: WANT_PIDFILE...
Checking loginutils/addgroup.c: _BYTE_ORDER...
Checking loginutils/addgroup.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking loginutils/addgroup.c: _SC_ARG_MAX...
Checking loginutils/addgroup.c: __386__...
Checking loginutils/addgroup.c: __APPLE__...
Checking loginutils/addgroup.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking loginutils/addgroup.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking loginutils/addgroup.c: __BYTE_ORDER...
Checking loginutils/addgroup.c: __CYGWIN__...
Checking loginutils/addgroup.c: __FreeBSD__...
Checking loginutils/addgroup.c: __FreeBSD__;__OpenBSD__...
Checking loginutils/addgroup.c: __FreeBSD_kernel__...
Checking loginutils/addgroup.c: __GLIBC__...
Checking loginutils/addgroup.c: __GNUC_MINOR__;__GNUC__...
Checking loginutils/addgroup.c: __GNU__...
Checking loginutils/addgroup.c: __NetBSD__...
Checking loginutils/addgroup.c: __STDC_VERSION__...
Checking loginutils/addgroup.c: __UCLIBC__...
Checking loginutils/addgroup.c: __WATCOMC__...
Checking loginutils/addgroup.c: __cris__;__mips__;__x86_64__;i386...
Checking loginutils/addgroup.c: __dietlibc__...
Checking loginutils/addgroup.c: __digital__;__unix__...
Checking loginutils/addgroup.c: __linux__...
Checking loginutils/addgroup.c: __powerpc__;__x86_64__;i386...
Checking loginutils/addgroup.c: i386...
processing ./loginutils/adduser.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/loginutils/adduser.c.cli
Checking loginutils/adduser.c ...
Checking loginutils/adduser.c: AF_NETLINK...
Checking loginutils/adduser.c: AF_PACKET...
Checking loginutils/adduser.c: ANDROID;__ANDROID__...
Checking loginutils/adduser.c: ARG_MAX...
Checking loginutils/adduser.c: BB_MMU...
Checking loginutils/adduser.c: BYTE_ORDER...
Checking loginutils/adduser.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking loginutils/adduser.c: DMALLOC...
Checking loginutils/adduser.c: ENABLE_DESKTOP...
Checking loginutils/adduser.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking loginutils/adduser.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking loginutils/adduser.c: ENABLE_FEATURE_CHECK_NAMES...
Checking loginutils/adduser.c: ENABLE_FEATURE_DEVFS...
Checking loginutils/adduser.c: ENABLE_FEATURE_EDITING...
Checking loginutils/adduser.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking loginutils/adduser.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking loginutils/adduser.c: ENABLE_FEATURE_HWIB...
Checking loginutils/adduser.c: ENABLE_FEATURE_INDIVIDUAL...
Checking loginutils/adduser.c: ENABLE_FEATURE_IPV6...
Checking loginutils/adduser.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking loginutils/adduser.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking loginutils/adduser.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking loginutils/adduser.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking loginutils/adduser.c: ENABLE_FEATURE_TOPMEM...
Checking loginutils/adduser.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking loginutils/adduser.c: ENABLE_FEATURE_UTMP...
Checking loginutils/adduser.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking loginutils/adduser.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking loginutils/adduser.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking loginutils/adduser.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking loginutils/adduser.c: ENABLE_LFS...
Checking loginutils/adduser.c: ENABLE_LOCALE_SUPPORT...
Checking loginutils/adduser.c: ENABLE_LONG_OPTS...
Checking loginutils/adduser.c: ENABLE_ROUTE...
Checking loginutils/adduser.c: ENABLE_SELINUX...
Checking loginutils/adduser.c: ENABLE_USE_BB_PWD_GRP...
Checking loginutils/adduser.c: HAVE_MNTENT_H...
Checking loginutils/adduser.c: HAVE_PRINTF_PERCENTM...
Checking loginutils/adduser.c: HAVE_SYS_STATFS_H...
Checking loginutils/adduser.c: HAVE_UNLOCKED_LINE_OPS...
Checking loginutils/adduser.c: HAVE_UNLOCKED_STDIO...
Checking loginutils/adduser.c: TASK_COMM_LEN...
Checking loginutils/adduser.c: UINT_MAX=0xffffffff...
Checking loginutils/adduser.c: UNUSED_FOR_NOW...
Checking loginutils/adduser.c: WANT_PIDFILE...
Checking loginutils/adduser.c: _BYTE_ORDER...
Checking loginutils/adduser.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking loginutils/adduser.c: _SC_ARG_MAX...
Checking loginutils/adduser.c: __386__...
Checking loginutils/adduser.c: __APPLE__...
Checking loginutils/adduser.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking loginutils/adduser.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking loginutils/adduser.c: __BYTE_ORDER...
Checking loginutils/adduser.c: __CYGWIN__...
Checking loginutils/adduser.c: __FreeBSD__...
Checking loginutils/adduser.c: __FreeBSD__;__OpenBSD__...
Checking loginutils/adduser.c: __FreeBSD_kernel__...
Checking loginutils/adduser.c: __GLIBC__...
Checking loginutils/adduser.c: __GNUC_MINOR__;__GNUC__...
Checking loginutils/adduser.c: __GNU__...
Checking loginutils/adduser.c: __NetBSD__...
Checking loginutils/adduser.c: __STDC_VERSION__...
Checking loginutils/adduser.c: __UCLIBC__...
Checking loginutils/adduser.c: __WATCOMC__...
Checking loginutils/adduser.c: __cris__;__mips__;__x86_64__;i386...
Checking loginutils/adduser.c: __dietlibc__...
Checking loginutils/adduser.c: __digital__;__unix__...
Checking loginutils/adduser.c: __linux__...
Checking loginutils/adduser.c: __powerpc__;__x86_64__;i386...
Checking loginutils/adduser.c: i386...
processing ./loginutils/deluser.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/loginutils/deluser.c.cli
Checking loginutils/deluser.c ...
Checking loginutils/deluser.c: AF_NETLINK...
Checking loginutils/deluser.c: AF_PACKET...
Checking loginutils/deluser.c: ANDROID;__ANDROID__...
Checking loginutils/deluser.c: ARG_MAX...
Checking loginutils/deluser.c: BB_MMU...
Checking loginutils/deluser.c: BYTE_ORDER...
Checking loginutils/deluser.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking loginutils/deluser.c: DMALLOC...
Checking loginutils/deluser.c: ENABLE_DESKTOP...
Checking loginutils/deluser.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking loginutils/deluser.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking loginutils/deluser.c: ENABLE_FEATURE_CHECK_NAMES...
Checking loginutils/deluser.c: ENABLE_FEATURE_DEVFS...
Checking loginutils/deluser.c: ENABLE_FEATURE_EDITING...
Checking loginutils/deluser.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking loginutils/deluser.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking loginutils/deluser.c: ENABLE_FEATURE_HWIB...
Checking loginutils/deluser.c: ENABLE_FEATURE_INDIVIDUAL...
Checking loginutils/deluser.c: ENABLE_FEATURE_IPV6...
Checking loginutils/deluser.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking loginutils/deluser.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking loginutils/deluser.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking loginutils/deluser.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking loginutils/deluser.c: ENABLE_FEATURE_TOPMEM...
Checking loginutils/deluser.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking loginutils/deluser.c: ENABLE_FEATURE_UTMP...
Checking loginutils/deluser.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking loginutils/deluser.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking loginutils/deluser.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking loginutils/deluser.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking loginutils/deluser.c: ENABLE_LFS...
Checking loginutils/deluser.c: ENABLE_LOCALE_SUPPORT...
Checking loginutils/deluser.c: ENABLE_LONG_OPTS...
Checking loginutils/deluser.c: ENABLE_ROUTE...
Checking loginutils/deluser.c: ENABLE_SELINUX...
Checking loginutils/deluser.c: ENABLE_USE_BB_PWD_GRP...
Checking loginutils/deluser.c: HAVE_MNTENT_H...
Checking loginutils/deluser.c: HAVE_PRINTF_PERCENTM...
Checking loginutils/deluser.c: HAVE_SYS_STATFS_H...
Checking loginutils/deluser.c: HAVE_UNLOCKED_LINE_OPS...
Checking loginutils/deluser.c: HAVE_UNLOCKED_STDIO...
Checking loginutils/deluser.c: TASK_COMM_LEN...
Checking loginutils/deluser.c: UINT_MAX=0xffffffff...
Checking loginutils/deluser.c: UNUSED_FOR_NOW...
Checking loginutils/deluser.c: WANT_PIDFILE...
Checking loginutils/deluser.c: _BYTE_ORDER...
Checking loginutils/deluser.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking loginutils/deluser.c: _SC_ARG_MAX...
Checking loginutils/deluser.c: __386__...
Checking loginutils/deluser.c: __APPLE__...
Checking loginutils/deluser.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking loginutils/deluser.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking loginutils/deluser.c: __BYTE_ORDER...
Checking loginutils/deluser.c: __CYGWIN__...
Checking loginutils/deluser.c: __FreeBSD__...
Checking loginutils/deluser.c: __FreeBSD__;__OpenBSD__...
